,Hecho_Violatorio,Autoridad,Ano,Entidad,Cantidad_Quejas
2758,PRIVAR DE LA VIDA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        2",2019,VERACRUZ,1
2759,PRIVAR DE LA VIDA,"SECRETARIA DE MARINA
                                          
                                        2",2019,PUEBLA,1
2760,PRIVAR DE LA VIDA,"SECRETARIA DE MARINA
                                          
                                        2",2019,VERACRUZ,1
2761,PRIVAR DE LA VIDA,"H. AYUNTAMIENTO DE AMATAN, CHIAPAS
                                          
                                        1",2019,CHIAPAS,1
2762,PRIVAR DE LA VIDA,"INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        1",2019,VERACRUZ,1
2763,PRIVAR DE LA VIDA,"PROCURADURIA GENERAL DE JUSTICIA DE LA CIUDAD DE MEXICO
                                          
                                        1",2019,CIUDAD DE MEXICO,1
2764,PRIVAR DE LA VIDA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE GUERRERO
                                          
                                        1",2019,GUERRERO,1
2765,PRIVAR DE LA VIDA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE TAMAULIPAS
                                          
                                        1",2019,TAMAULIPAS,1
2766,PRIVAR DE LA VIDA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        1",2019,CIUDAD DE MEXICO,1
2767,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE MARINA
                                          
                                        6",2019,TAMAULIPAS,2
2768,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE MARINA
                                          
                                        6",2019,GUANAJUATO,1
2769,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE MARINA
                                          
                                        6",2019,GUERRERO,1
2770,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE MARINA
                                          
                                        6",2019,MICHOACAN,1
2771,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE MARINA
                                          
                                        6",2019,VERACRUZ,1
2772,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        2",2019,JALISCO,1
2773,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        2",2019,MICHOACAN,1
2774,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"POLICIA FEDERAL DE LA SSPC
                                          
                                        2",2019,QUINTANA ROO,1
2775,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"POLICIA FEDERAL DE LA SSPC
                                          
                                        2",2019,ZACATECAS,1
2776,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        2",2019,ESTADO DE MEXICO,1
2777,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        2",2019,TAMAULIPAS,1
2778,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"H. AYUNTAMIENTO DE AMATAN, CHIAPAS
                                          
                                        1",2019,CHIAPAS,1
2779,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"H. AYUNTAMIENTO DE SAN NICOLAS DE LOS GARZA, NUEVO LEON
                                          
                                        1",2019,NUEVO LEON,1
2780,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        1",2019,GUERRERO,1
2781,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL EN LAZARO CARDENAS, MICHOACAN
                                          
                                        1",2019,MICHOACAN,1
2782,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,ESTADO DE MEXICO,10
2783,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,MICHOACAN,4
2784,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,JALISCO,3
2785,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,TABASCO,3
2786,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,CHIHUAHUA,2
2787,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,DURANGO,2
2788,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,VERACRUZ,2
2789,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,(SIN ESTADO),1
2790,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,COAHUILA,1
2791,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,GUANAJUATO,1
2792,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,MORELOS,1
2793,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,OAXACA,1
2794,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,PUEBLA,1
2795,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,SAN LUIS POTOSI,1
2796,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,SONORA,1
2797,TORTURA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        35",2019,TAMAULIPAS,1
2798,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        27",2019,CIUDAD DE MEXICO,7
2799,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        27",2019,MORELOS,4
2800,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        27",2019,TAMAULIPAS,4
2801,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        27",2019,ESTADO DE MEXICO,3
2802,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        27",2019,(SIN ESTADO),2
2803,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        27",2019,JALISCO,2
2804,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        27",2019,TABASCO,2
2805,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        27",2019,BAJA CALIFORNIA,1
2806,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        27",2019,MICHOACAN,1
2807,TORTURA,"FISCALIA GENERAL DE LA REPUBLICA
                                          
                                        27",2019,QUINTANA ROO,1
2808,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,(SIN ESTADO),4
2809,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,TAMAULIPAS,4
2810,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,CHIHUAHUA,3
2811,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,NUEVO LEON,3
2812,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,COAHUILA,2
2813,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,ESTADO DE MEXICO,2
2814,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,BAJA CALIFORNIA,1
2815,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,CIUDAD DE MEXICO,1
2816,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,GUANAJUATO,1
2817,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,GUERRERO,1
2818,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,JALISCO,1
2819,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,MICHOACAN,1
2820,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,MORELOS,1
2821,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,QUINTANA ROO,1
2822,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        27",2019,TABASCO,1
2823,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        16",2019,CIUDAD DE MEXICO,3
2824,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        16",2019,ESTADO DE MEXICO,3
2825,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        16",2019,GUERRERO,2
2826,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        16",2019,(SIN ESTADO),1
2827,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        16",2019,COAHUILA,1
2828,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        16",2019,JALISCO,1
2829,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        16",2019,MORELOS,1
2830,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        16",2019,PUEBLA,1
2831,TORTURA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        16",2019,QUINTANA ROO,1
