,Hecho_Violatorio,Autoridad,Ano,Entidad,Municipio,Cantidad_Quejas
5811,"OMITIR NOTIFICAR A LA FAMILIA O CONOCIDOS SOBRE EL ARRESTO, DETENCION, TRASLADO, LUGAR DE CUSTODIA, ESTADO FISICO Y PSICOLOGICO, ASI COMO SU SITUACION JURIDICA",ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,CHIHUAHUA,AQUILES SERDAN,1
5812,RETENCION ILEGAL,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,CHIHUAHUA,CHIHUAHUA,1
5813,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,CHIHUAHUA,OCAMPO,1
5814,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,CHIHUAHUA,OCAMPO,1
5815,OMITIR PROPORCIONAR ATENCION MEDICA,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,CHIHUAHUA,OCAMPO,1
5816,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,19
5817,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,18
5818,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,8
5819,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,5
5820,"ACTOS O OMISIONES CONTRARIOS A LA LEGALIDAD, RELACIONADAS CON LA AFECTACION DE CUENTAS BANCARIAS Y OPERACIONES FINANCIERAS",INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,4
5821,OMITIR LAS FORMALIDADES DEL PROCEDIMIENTO PARA AFECTAR CUENTAS BANCARIAS Y OPERACIONES FINANCIERAS,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,4
5822,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,3
5823,OBSTACULIZAR EL PAGO DE CREDITOS HIPOTECARIOS,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,3
5824,OBSTACULIZAR EL ACCESO A LOS SERVICIOS QUE EL ESTADO PRESTA PARA PROPORCIONAR VIVIENDA,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,2
5825,OMITIR RESPETAR LA GARANTIA DE AUDIENCIA,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,2
5826,FIJAR UNA CAUCION NO ASEQUIBLE PARA EL INDICIADO U OMITIR FIJARLA,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,1
5827,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,1
5828,OMITIR FUNDAR EL ACTO DE AUTORIDAD,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,1
5829,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CHIHUAHUA,1
5830,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CIUDAD JUAREZ,4
5831,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CIUDAD JUAREZ,3
5832,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CIUDAD JUAREZ,3
5833,"COBRAR EN FORMA INEQUITATIVA Y NO PROPORCIONAL LAS CONTRIBUCIONES, IMPUESTOS, SANCIONES Y DERECHOS",INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5834,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5835,OBSTACULIZAR EL ACCESO A LOS SERVICIOS QUE EL ESTADO PRESTA PARA PROPORCIONAR VIVIENDA,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5836,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5837,OMITIR FUNDAR EL ACTO DE AUTORIDAD,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5838,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,DELICIAS,3
5839,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,DELICIAS,2
5840,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,DELICIAS,1
5841,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,DELICIAS,1
5842,OMITIR FUNDAR EL ACTO DE AUTORIDAD,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,DELICIAS,1
5843,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,HIDALGO DEL PARRAL,2
5844,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,HIDALGO DEL PARRAL,2
5845,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5846,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5847,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,CHIHUAHUA,CAMARGO,1
5848,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,18
5849,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,17
5850,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,10
5851,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,7
5852,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,2
5853,ABANDONO DEL PACIENTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,1
5854,"ACTOS O OMISIONES CONTRARIOS A LA LEGALIDAD, RELACIONADAS CON LA AFECTACION DE CUENTAS BANCARIAS Y OPERACIONES FINANCIERAS",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,1
5855,INTEGRACION IRREGULAR DE EXPEDIENTES,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,1
5856,NEGLIGENCIA MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,1
5857,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,1
5858,"OMITIR DICTAR EL ACUERDO ESCRITO CORRESPONDIENTE, EN RESPUESTA A LA PETICION",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,1
5859,"OMITIR PRESTAR ASISTENCIA MEDICA ESPECIAL, EN CASO DE MATERNIDAD E INFANCIA",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,1
5860,OMITIR PRESTAR ATENCION MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,1
5861,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CHIHUAHUA,1
5862,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CIUDAD JUAREZ,4
5863,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CIUDAD JUAREZ,3
5864,NEGLIGENCIA MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CIUDAD JUAREZ,2
5865,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CIUDAD JUAREZ,2
5866,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CIUDAD JUAREZ,2
5867,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5868,PRIVACION DE LA VIDA DEL PRODUCTO DE LA CONCEPCION,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5869,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5870,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,BUENAVENTURA,2
5871,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,BUENAVENTURA,2
5872,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,BUENAVENTURA,2
5873,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,BUENAVENTURA,2
5874,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,BUENAVENTURA,1
5875,OMITIR DESARROLLAR POLITICAS PUBLICAS DE SEGURIDAD SOCIAL,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,BUENAVENTURA,1
5876,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,ALDAMA,1
5877,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,ALDAMA,1
5878,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,ALDAMA,1
5879,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,ALDAMA,1
5880,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,ALDAMA,1
5881,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,DELICIAS,1
5882,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,DELICIAS,1
5883,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5884,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5885,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5886,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CIUDAD JUAREZ,3
5887,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CIUDAD JUAREZ,3
5888,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CIUDAD JUAREZ,2
5889,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5890,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5891,NEGLIGENCIA MEDICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5892,RETENCION ILEGAL,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CIUDAD JUAREZ,1
5893,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,HIDALGO DEL PARRAL,3
5894,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,HIDALGO DEL PARRAL,3
5895,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5896,"EFECTUAR UNA DETENCION SIN CONTAR CON LA ORDEN CORRESPONDIENTE, FUERA DE LOS CASOS DE FLAGRANCIA",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5897,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5898,INCOMUNICACION,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5899,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5900,OMITIR PROPORCIONAR ATENCION MEDICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5901,OMITIR SUMINISTRAR MEDICAMENTOS,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5902,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,HIDALGO DEL PARRAL,1
5903,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CHIHUAHUA,2
5904,ABANDONO DEL PACIENTE,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CHIHUAHUA,1
5905,"EFECTUAR UNA DETENCION SIN CONTAR CON LA ORDEN CORRESPONDIENTE, FUERA DE LOS CASOS DE FLAGRANCIA",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CHIHUAHUA,1
5906,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CHIHUAHUA,1
5907,NEGLIGENCIA MEDICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CHIHUAHUA,1
5908,OMITIR PROPORCIONAR ATENCION MEDICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CHIHUAHUA,1
5909,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CHIHUAHUA,1
5910,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CUAUHTEMOC,2
5911,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CUAUHTEMOC,2
5912,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CUAUHTEMOC,1
5913,"EFECTUAR UNA DETENCION SIN CONTAR CON LA ORDEN CORRESPONDIENTE, FUERA DE LOS CASOS DE FLAGRANCIA",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CUAUHTEMOC,1
5914,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CUAUHTEMOC,1
5915,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CUAUHTEMOC,1
5916,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CUAUHTEMOC,1
5917,INCUMPLIR CON LAS FORMALIDADES PARA REALIZAR UNA DETENCION EN UN CASO URGENTE O DELITOS GRAVES,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CUAUHTEMOC,1
5918,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CUAUHTEMOC,1
5919,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,CUAUHTEMOC,1
5920,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,(SIN DATO),1
5921,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,(SIN DATO),1
5922,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,(SIN DATO),1
5923,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,DELICIAS,2
5924,"EFECTUAR UNA DETENCION SIN CONTAR CON LA ORDEN CORRESPONDIENTE, FUERA DE LOS CASOS DE FLAGRANCIA",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,DELICIAS,1
5925,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,DELICIAS,1
5926,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,DELICIAS,1
5927,OMITIR EL EJERCICIO DEL PRINCIPIO DE LA EXACTA APLICACION DE LA LEY,SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,DELICIAS,1
5928,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,GUADALUPE,2
5929,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",SECRETARIA DE LA DEFENSA NACIONAL,2014,CHIHUAHUA,GUADALUPE,1
